Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundance: F2: Sample,,,Found in Sample: [S2] F2: Sample,# Protein Groups,Modifications
FALSE,High,Master Protein,Q9NSD9,Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3,0,68.395,24,12,21,12,589,66.1,6.84,50.74,12,0,30598089.25,7.485694307,0.698017218,High,1,
FALSE,High,Master Protein,Q13283,Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1,0,62.998,28,10,13,9,466,52.1,5.52,26.42,10,1,29526144.5,7.470206741,0.696573051,High,1,
FALSE,High,Master Protein,Q99536,Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=2,0,57.797,31,8,13,8,393,41.9,6.29,34.97,8,0,29513741,7.470024262,0.696556036,High,1,
FALSE,High,Master Protein,Q01105,Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3,0,30.744,26,4,6,4,290,33.5,4.32,15.82,4,0,29375108.25,7.467979476,0.696365366,High,1,
FALSE,Low,Master Protein,Q08AM6,Protein VAC14 homolog OS=Homo sapiens OX=9606 GN=VAC14 PE=1 SV=1,0.143,0.728,2,1,10,1,782,87.9,6.13,0,1,0,3928345.375,,,High,1,
FALSE,High,Master Protein,P84098,60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1,0,32.17,22,5,9,5,196,23.5,11.47,17.89,5,0,28803539.88,7.459445865,0.695569634,High,1,
FALSE,High,Master Protein,P60842,Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1,0,46.861,22,8,12,8,406,46.1,5.48,27.94,8,0,26915082,7.429995707,0.6928235,High,1,
FALSE,High,Master Protein,P62273,40S ribosomal protein S29 OS=Homo sapiens OX=9606 GN=RPS29 PE=1 SV=2,0,14.436,36,3,6,3,56,6.7,10.13,6.06,3,0,26804752.88,7.428211808,0.692657157,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,P62266,40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=3,0,18.934,35,4,5,4,143,15.8,10.49,9.11,4,0,25332090.81,7.403671036,0.690368808,High,1,
FALSE,High,Master Protein,P12814,Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2,0,265.17,36,30,81,10,892,103,5.41,203.91,30,0,25170616.38,7.400893851,0.690109845,High,1,
FALSE,High,Master Protein,Q16531,DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1,0,77.092,18,16,19,16,1140,126.9,5.26,29.82,16,0,25161458.13,7.400735805,0.690095107,High,1,
FALSE,High,Master Protein,Q9NQC3,Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2,0,56.328,4,3,5,3,1192,129.9,4.5,15.01,3,0,25117700.5,7.399979878,0.690024619,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,Q9Y4E8,Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens OX=9606 GN=USP15 PE=1 SV=3,0,91.128,20,13,16,13,981,112.3,5.22,35.44,13,0,24396221.63,7.38732257,0.688844366,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P09651,Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5,0,72.773,27,7,12,5,372,38.7,9.13,30.18,7,0,24120212.5,7.38238113,0.688383592,High,1,
FALSE,High,Master Protein,P52272,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3,0,24.68,9,6,7,6,730,77.5,8.7,12.37,6,0,23710106.63,7.374933507,0.687689125,High,1,
FALSE,High,Master Protein,O76021,Ribosomal L1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=3,0,22.185,12,6,6,6,490,54.9,10.13,9.89,6,0,23335699.88,7.368020831,0.68704454,High,1,
FALSE,High,Master Protein,P62847,40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1,0,25.685,26,3,7,3,133,15.4,10.78,19.51,3,0,23297825,7.367315379,0.686978759,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,P27348,14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,0,75.472,45,9,15,7,245,27.7,4.78,35.14,9,0,23128375.31,7.364145126,0.686683143,High,1,
FALSE,High,Master Protein,P10809,"60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",0,93.534,29,12,13,12,573,61,5.87,33.22,12,0,23127639.75,7.364131314,0.686681855,High,1,
FALSE,High,Master Protein,P20042,Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,0,68.325,25,9,10,9,333,38.4,5.8,28.19,9,0,22812086.06,7.358165001,0.686125515,High,1,
FALSE,High,Master Protein,O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2,0,13.236,3,5,5,5,2136,244.4,6.06,7.01,5,0,22256874.13,7.34746417,0.685127696,High,1,
FALSE,High,Master Protein,P61026,Ras-related protein Rab-10 OS=Homo sapiens OX=9606 GN=RAB10 PE=1 SV=1,0,21.931,23,4,7,2,200,22.5,8.38,15.59,4,2,22127587.25,7.344934062,0.684891772,High,1,
FALSE,High,Master Protein,P31689,DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2,0,32.141,19,5,7,5,397,44.8,7.08,10.37,5,0,22051049.63,7.343429267,0.684751455,High,1,
FALSE,High,Master Protein,P62826,GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3,0,15.502,19,4,10,4,216,24.4,7.49,23.85,4,0,21863246.5,7.339714651,0.684405079,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q6EEV6,Small ubiquitin-related modifier 4 OS=Homo sapiens OX=9606 GN=SUMO4 PE=1 SV=2,0,9.055,13,1,2,1,95,10.7,7.18,6.75,1,0,21334848,7.329089553,0.683414322,High,1,
FALSE,High,Master Protein,P52907,F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3,0,26.926,29,5,8,4,286,32.9,5.69,18.25,5,1,21172661,7.325775444,0.683105292,High,1,
FALSE,High,Master Protein,P09496,Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1,0,7.81,10,3,4,3,248,27.1,4.51,3.8,3,0,21123294.81,7.32476166,0.68301076,High,1,
FALSE,High,Master Protein,Q9Y6M1,Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2,0,50.384,17,8,9,7,599,66.1,8.46,18.37,8,1,20536333.22,7.312522903,0.681869534,High,1,
FALSE,Medium,Master Protein,Q9UKF7,Cytoplasmic phosphatidylinositol transfer protein 1 OS=Homo sapiens OX=9606 GN=PITPNC1 PE=1 SV=3,0.015,2.054,9,2,9,2,332,38.4,6.4,19.69,2,0,,,,High,1,Phospho [T314]
FALSE,High,Master Protein,P22234,Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3,0,26.306,17,5,5,5,425,47,7.23,6.24,5,0,20463230.5,7.310974196,0.681725122,High,1,
FALSE,High,Master Protein,Q5T4S7,E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1,0,110.342,6,18,18,17,5183,573.5,6.04,42.1,18,0,20242975.06,7.30627434,0.681286876,High,1,
FALSE,High,Master Protein,O14950,Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2,0,30.007,34,6,9,6,172,19.8,4.84,25.5,6,0,19784972.5,7.296335451,0.680360106,High,1,
FALSE,High,Master Protein,P53621,Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2,0,90.883,12,13,18,13,1224,138.3,7.66,44.13,13,0,19336646.13,7.286381149,0.679431899,High,1,
FALSE,High,Master Protein,P68431,Histone H3.1 OS=Homo sapiens OX=9606 GN=H3C1 PE=1 SV=2,0,29.313,35,3,4,1,136,15.4,11.12,15.03,3,2,18790707.13,7.273943124,0.678272092,High,1,
FALSE,High,Master Protein,P35221,Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1,0,52.872,12,7,8,7,906,100,6.29,17.35,7,0,18527255.5,7.267811091,0.6777003,High,1,
FALSE,High,Master Protein,P15531,Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1,0,92.226,59,9,19,3,152,17.1,6.19,46,9,0,18367103.97,7.264040684,0.677348721,High,1,
FALSE,High,Master Protein,P14314,Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2,0,37.202,16,8,9,8,528,59.4,4.41,18.27,8,0,18047014,7.256405355,0.676636751,High,1,
FALSE,High,Master Protein,Q13310,Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1,0,85.841,24,12,20,5,644,70.7,9.26,50.17,12,0,17449801.25,7.241790485,0.675273961,High,1,
FALSE,High,Master Protein,P22314,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,0,90.613,15,11,16,10,1058,117.8,5.76,31.1,11,0,17400875.75,7.240571106,0.675160258,High,1,
FALSE,High,Master Protein,Q12905,Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2,0,23.514,18,5,8,5,390,43,5.26,16.06,5,0,17243126.63,7.236616017,0.674791458,High,1,
FALSE,High,Master Protein,P06396,Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1,0,32.394,10,5,5,5,782,85.6,6.28,11.98,5,0,17082148.63,7.232542496,0.674411615,High,1,
FALSE,High,Master Protein,Q13155,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=AIMP2 PE=1 SV=2,0,64.487,34,7,7,7,320,35.3,8.22,18.14,7,0,16829430.53,7.226069421,0.673808022,High,1,
FALSE,High,Master Protein,O15479,Melanoma-associated antigen B2 OS=Homo sapiens OX=9606 GN=MAGEB2 PE=1 SV=3,0,25.583,17,6,8,6,319,35.3,8.76,9.6,6,0,16751744,7.224060028,0.673620652,High,1,
FALSE,High,Master Protein,P35637,RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,0,34.385,12,4,7,4,526,53.4,9.36,16.97,4,0,16748547.13,7.22397714,0.673612923,High,1,
FALSE,High,Master Protein,P55209,Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1,0,47.526,15,5,8,3,391,45.3,4.46,18.36,5,1,16626609.63,7.2208037,0.67331701,High,1,
FALSE,High,Master Protein,P61513,60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2,0,19.826,41,3,4,3,92,10.3,10.43,5.05,3,0,16563521.53,7.219152677,0.673163057,High,1,
FALSE,High,Master Protein,P26038,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,0,75.678,28,14,21,9,577,67.8,6.4,45.39,14,0,15904596.44,7.201522654,0.671519114,High,1,
FALSE,High,Master Protein,P23528,Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3,0,33.131,22,3,6,3,166,18.5,8.09,14.35,3,0,15881401.5,7.200888825,0.671460011,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,O76094,Signal recognition particle subunit SRP72 OS=Homo sapiens OX=9606 GN=SRP72 PE=1 SV=3,0,70.501,15,7,8,7,671,74.6,9.26,23.72,7,0,15879191.78,7.200828394,0.671454376,High,1,
FALSE,High,Master Protein,P63208,S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=2,0,25.722,34,4,5,4,163,18.6,4.54,9.71,4,0,15814893.5,7.199066272,0.671290064,High,1,
FALSE,High,Master Protein,O60841,Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4,0,60.677,9,7,8,7,1220,138.7,5.49,12.76,7,0,15794901.31,7.198516917,0.671238838,High,1,
FALSE,High,Master Protein,Q96SB3,Neurabin-2 OS=Homo sapiens OX=9606 GN=PPP1R9B PE=1 SV=3,0,50.309,11,8,9,8,817,89.3,4.97,18.85,8,0,15487846.94,7.189991048,0.670443828,High,1,
FALSE,High,Master Protein,P78406,mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1,0,12.991,11,3,5,3,368,40.9,7.83,10.44,3,0,15198051.5,7.181787912,0.669678912,High,1,
FALSE,High,Master Protein,P14678,Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2,0,10.339,16,4,5,4,240,24.6,11.19,6.56,4,0,14944837.38,7.174491194,0.668998516,High,1,
FALSE,High,Master Protein,Q14203,Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=3,0,33.687,9,8,8,8,1278,141.6,5.81,8.97,8,0,14898269.31,7.173135821,0.668872132,High,1,
FALSE,High,Master Protein,Q9Y285,Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3,0,43.21,14,7,8,7,508,57.5,7.8,19.53,7,0,14876648.25,7.172505094,0.668813318,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P53396,ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3,0,27.716,7,6,6,6,1101,120.8,7.33,10.43,6,0,14733691,7.168311557,0.668422284,High,1,
FALSE,High,Master Protein,P49458,Signal recognition particle 9 kDa protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=2,0,13.362,27,2,4,2,86,10.1,7.97,7.9,2,0,14679640,7.166715405,0.668273448,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,Q00341,Vigilin OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=2,0,91.486,12,12,13,11,1268,141.4,6.87,28.84,12,0,14674629.69,7.166567151,0.668259624,High,1,
FALSE,Medium,Master Protein,P30690,Major outer membrane protein P.IB OS=Neisseria meningitidis serogroup B (strain MC58) OX=122586 GN=porB PE=1 SV=1,0.02,1.882,9,1,8,1,331,35.7,7.72,0,1,0,5909151.594,,,High,1,Phospho [S58]
FALSE,High,Master Protein,P63010,AP-2 complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1,0,53.463,13,10,11,6,937,104.5,5.38,18.11,10,3,14460514.5,7.160183745,0.667664392,High,1,
FALSE,High,Master Protein,P36957,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",0,21.68,28,6,6,6,453,48.7,8.95,13.23,6,0,14259993,7.154119312,0.667098903,High,1,
FALSE,High,Master Protein,O43324,Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1,0,26.92,40,5,5,5,174,19.8,8.54,11.72,5,0,13980225.75,7.145514184,0.666296502,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P62314,Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens OX=9606 GN=SNRPD1 PE=1 SV=1,0,20.963,11,1,3,1,119,13.3,11.56,7.87,1,0,13709050,7.13700736,0.665503267,High,1,
FALSE,High,Master Protein,P16989,Y-box-binding protein 3 OS=Homo sapiens OX=9606 GN=YBX3 PE=1 SV=4,0,83.512,27,10,15,3,372,40.1,9.77,28.19,10,0,13679991.25,7.13608582,0.665417337,High,1,
FALSE,High,Master Protein,P07910,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4,0,32.919,23,6,8,6,306,33.7,5.08,11.98,6,0,13550600.44,7.13195854,0.665032481,High,1,
FALSE,High,Master Protein,P42766,60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2,0,8.056,15,2,3,2,123,14.5,11.05,7.47,2,0,13427782,7.128004282,0.664663759,High,1,
FALSE,High,Master Protein,P61163,Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1,0,12.031,9,3,3,3,376,42.6,6.64,3.95,3,0,13311618.25,7.124230854,0.664311899,High,1,
FALSE,High,Master Protein,Q96CW1,AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2,0,48.144,17,5,6,5,435,49.6,9.54,12.87,5,0,13037142.5,7.115182413,0.66346816,High,1,
FALSE,High,Master Protein,P37108,Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2,0,14.344,28,3,4,3,136,14.6,10.04,7.67,3,0,12774692.02,7.106350439,0.662644607,High,1,Met-loss [N-Term]
FALSE,Medium,Master Protein,Q5VST9,Obscurin OS=Homo sapiens OX=9606 GN=OBSCN PE=1 SV=3,0.047,1.237,0,1,7,1,7968,867.9,5.99,0,1,0,398517134.8,,,High,1,Phospho [S6162]
FALSE,High,Master Protein,Q53HC0,Coiled-coil domain-containing protein 92 OS=Homo sapiens OX=9606 GN=CCDC92 PE=1 SV=2,0,15.554,17,5,7,5,331,36.9,8.9,11.64,5,0,12720477.75,7.104503423,0.662472379,High,1,
FALSE,High,Master Protein,Q96S55,ATPase WRNIP1 OS=Homo sapiens OX=9606 GN=WRNIP1 PE=1 SV=2,0.001,3.893,5,3,3,3,665,72.1,6.1,3.48,3,0,12543218.75,7.098408996,0.661904093,High,1,
FALSE,High,Master Protein,P31943,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4,0,47.47,20,6,9,2,449,49.2,6.3,19.04,6,2,12351711.25,7.09172713,0.66128103,High,1,
FALSE,High,Master Protein,Q8TEQ6,Gem-associated protein 5 OS=Homo sapiens OX=9606 GN=GEMIN5 PE=1 SV=3,0.001,4.139,1,1,1,1,1508,168.5,6.62,0,1,0,12340123,7.091319489,0.661243019,High,1,
FALSE,High,Master Protein,Q92616,eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6,0,88.078,9,17,17,17,2671,292.6,7.47,29.1,17,0,12128909.25,7.083821747,0.660543878,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q9P2E9,Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5,0,94.506,8,9,13,9,1410,152.4,8.6,39.03,9,0,12120538.63,7.08352192,0.66051592,High,1,
FALSE,High,Master Protein,P02786,Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2,0,54.909,13,9,12,9,760,84.8,6.61,28.24,9,0,12066348.38,7.08157586,0.660334456,High,1,
FALSE,High,Master Protein,P07951,Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1,0,44.664,26,8,12,2,284,32.8,4.7,21.82,8,2,12009536.38,7.079526242,0.660143336,High,1,
FALSE,High,Master Protein,Q969U7,Proteasome assembly chaperone 2 OS=Homo sapiens OX=9606 GN=PSMG2 PE=1 SV=1,0,24.873,14,3,5,3,264,29.4,6.98,9.55,3,0,12001702.5,7.079242857,0.660116911,High,1,
FALSE,High,Master Protein,Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=2,0,53.948,28,7,8,7,312,34.3,8.43,11.83,7,0,11989679.88,7.078807588,0.660076324,High,1,
FALSE,High,Master Protein,P22087,rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2,0,32.382,13,3,4,3,321,33.8,10.18,9.6,3,0,11868373.25,7.074391196,0.659664509,High,1,
FALSE,High,Master Protein,P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4,0,44.156,11,4,4,4,589,65.3,5.11,14.52,4,0,11758249.25,7.070342662,0.659286996,High,1,
FALSE,High,Master Protein,P78347,General transcription factor II-I OS=Homo sapiens OX=9606 GN=GTF2I PE=1 SV=2,0,45.614,9,5,7,5,998,112.3,6.39,18.86,5,0,11726746,7.069177518,0.65917835,High,1,
FALSE,High,Master Protein,Q7KZF4,Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,0,32.922,12,9,11,9,910,101.9,7.17,20.61,9,0,11713188.25,7.068675123,0.659131503,High,1,
FALSE,High,Master Protein,O15143,Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3,0,38.733,18,6,7,6,372,40.9,8.35,15.73,6,0,11535417.88,7.062033332,0.658512177,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P35573,Glycogen debranching enzyme OS=Homo sapiens OX=9606 GN=AGL PE=1 SV=3,0,22.965,6,5,5,5,1532,174.7,6.76,8.01,5,0,11481442,7.059996436,0.658322243,High,1,
FALSE,High,Master Protein,Q15149,Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3,0,85.678,4,17,17,16,4684,531.5,5.96,37.39,17,1,11439709.59,7.058415,0.658174779,High,1,
FALSE,High,Master Protein,P09972,Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2,0,22.171,9,2,5,1,364,39.4,6.87,13.9,2,0,11057648,7.043662761,0.65679918,High,1,
FALSE,High,Master Protein,P39687,Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1,0,24.321,20,4,4,4,249,28.6,4.09,6.55,4,0,10724074.5,7.030359822,0.655558723,High,1,
FALSE,High,Master Protein,Q09666,Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2,0,14.657,7,7,9,7,5890,628.7,6.15,5.79,7,0,10691317.88,7.029031242,0.655434837,High,1,Acetyl [K3346; K3348]
FALSE,High,Master Protein,P61158,Actin-related protein 3 OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=3,0,56.176,19,6,6,6,418,47.3,5.88,18.02,6,0,10689508.5,7.028957737,0.655427983,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P61923,Coatomer subunit zeta-1 OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1,0,27.558,22,3,3,3,177,20.2,4.81,5.82,3,0,10619804.5,7.026116522,0.655163049,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,P07602,Prosaposin OS=Homo sapiens OX=9606 GN=PSAP PE=1 SV=2,0,11.874,6,2,2,2,524,58.1,5.17,3.79,2,0,10542290.25,7.022934969,0.654866379,High,1,
FALSE,High,Master Protein,Q92499,ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2,0,38.594,13,6,6,6,740,82.4,7.23,14.35,6,0,10492121.25,7.020863301,0.654673203,High,1,
FALSE,High,Master Protein,P35580,Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3,0,204.61,15,26,39,14,1976,228.9,5.54,87.11,26,0,10469926.41,7.019943629,0.654587446,High,1,
FALSE,High,Master Protein,Q01844,RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1 PE=1 SV=1,0,16.311,4,2,5,2,656,68.4,9.33,12.42,2,0,10463370.5,7.019671604,0.654562081,High,1,
FALSE,High,Master Protein,Q9UPN3,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4",0,39.233,1,6,8,4,7388,837.8,5.39,16.98,6,0,10387010.75,7.016490581,0.654265461,High,1,
FALSE,High,Master Protein,P49591,"Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=3",0,44.741,25,9,11,9,514,58.7,6.43,21.84,9,0,10343007.38,7.014646834,0.654093537,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,O15144,Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1,0,23.701,19,5,6,5,300,34.3,7.36,7.67,5,0,10330619,7.014126345,0.654045003,High,1,
FALSE,High,Master Protein,P05455,Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2,0,20.394,14,5,6,5,408,46.8,7.12,10.98,5,0,10239747.44,7.010289245,0.653687206,High,1,
FALSE,High,Master Protein,Q9BXP2,Solute carrier family 12 member 9 OS=Homo sapiens OX=9606 GN=SLC12A9 PE=1 SV=1,0.002,3.229,4,1,1,1,914,96,8.07,3.76,1,0,10213976,7.009194833,0.653585155,High,1,Phospho [T422; Y425]
FALSE,High,Master Protein,Q71UM5,40S ribosomal protein S27-like OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=3,0,26.572,39,4,7,1,84,9.5,9.45,15.55,4,0,10166352,7.007165143,0.653395893,High,1,
FALSE,High,Master Protein,Q13162,Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1,0,44.24,40,7,9,6,271,30.5,6.29,19.62,7,0,10161261.25,7.006947617,0.65337561,High,1,
FALSE,High,Master Protein,P04632,Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1,0,38.317,18,4,5,4,268,28.3,5.2,9.74,4,0,10120820.38,7.005215717,0.653214115,High,1,Acetyl [N-Term]
FALSE,Low,Master Protein,Q8WUU4,Zinc finger protein 296 OS=Homo sapiens OX=9606 GN=ZNF296 PE=1 SV=1,0.141,0.736,2,1,6,1,475,50.8,8.82,0,1,0,2839498.375,,,High,1,
FALSE,High,Master Protein,O14744,Protein arginine N-methyltransferase 5 OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=4,0,29.173,10,6,6,6,637,72.6,6.29,13.69,6,0,9981511.125,6.999196295,0.652652823,High,1,
FALSE,High,Master Protein,Q04917,14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4,0,42.321,18,5,11,3,246,28.2,4.84,33.07,5,0,9963430,6.998408874,0.652579399,High,1,
FALSE,High,Master Protein,P51991,Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2,0,24.826,21,7,8,6,378,39.6,9.01,5.96,7,0,9867454.625,6.994205138,0.652187414,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,Q15365,Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,0,25.159,12,3,5,2,356,37.5,7.09,14.36,3,0,9459235.25,6.975856026,0.650476417,High,1,
