Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundance: F2: Sample,Found in Sample: [S2] F2: Sample,# Protein Groups,Modifications
FALSE,High,Master Protein,Q9UQ80,Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3,0,45.805,36,13,20,13,394,43.8,6.55,39.15,13,0,20256411,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P61981,14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2,0,18.753,28,7,19,3,247,28.3,4.89,47.33,7,0,6169460,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P17706,Tyrosine-protein phosphatase non-receptor type 2 OS=Homo sapiens OX=9606 GN=PTPN2 PE=1 SV=2,0,38.005,14,5,19,5,415,48.4,8.29,56.84,5,0,19830430.75,High,1,
FALSE,High,Master Protein,P31946,14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3,0,23.036,37,8,18,4,246,28.1,4.83,41.54,8,1,4967447.25,High,1,
FALSE,High,Master Protein,Q13310,Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1,0,32.355,16,9,18,5,644,70.7,9.26,37.06,9,3,5768406,High,1,
FALSE,High,Master Protein,O60506,Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2,0,31.016,19,10,18,7,623,69.6,8.59,36.67,10,2,15045574.31,High,1,
FALSE,High,Master Protein,P61353,60S ribosomal protein L27 OS=Homo sapiens OX=9606 GN=RPL27 PE=1 SV=2,0,11.253,24,4,18,4,136,15.8,10.56,30.9,4,0,14835285.5,High,1,
FALSE,High,Master Protein,P0DMV9,Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1,0,38.982,19,8,18,7,641,70,5.66,58.16,8,0,3878844.625,High,1,
FALSE,High,Master Protein,Q562R1,Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2,0,26.174,19,7,18,1,376,42,5.59,52.21,7,0,,High,1,
FALSE,High,Master Protein,P11940,Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2,0,28.938,13,7,18,3,636,70.6,9.5,47.66,7,0,3891205.25,High,1,
FALSE,High,Master Protein,P26373,60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4,0,15.599,27,6,17,6,211,24.2,11.65,30.96,6,0,32449259.75,High,1,
FALSE,High,Master Protein,P36578,60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5,0,26.083,23,8,17,8,427,47.7,11.06,36.2,8,0,23086467.5,High,1,
FALSE,High,Master Protein,P62851,40S ribosomal protein S25 OS=Homo sapiens OX=9606 GN=RPS25 PE=1 SV=1,0,12.332,28,4,17,4,125,13.7,10.11,44.77,4,0,61164013,High,1,
FALSE,High,Master Protein,P62750,60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1,0,19.628,33,7,17,7,156,17.7,10.45,32.8,7,0,31971785.25,High,1,
FALSE,High,Master Protein,Q99613,Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1,0,37.56,12,8,17,8,913,105.3,5.68,40.14,8,0,7452113.063,High,1,
FALSE,High,Master Protein,P60866,40S ribosomal protein S20 OS=Homo sapiens OX=9606 GN=RPS20 PE=1 SV=1,0,22.676,29,5,16,5,119,13.4,9.94,41.46,5,0,50917896.25,High,1,
FALSE,High,Master Protein,O00233,26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3,0,20.565,32,6,16,6,223,24.7,6.95,47.28,6,0,19937570,High,1,
FALSE,High,Master Protein,P60228,Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens OX=9606 GN=EIF3E PE=1 SV=1,0,29.332,21,9,16,9,445,52.2,6.04,28.44,9,0,11278627.56,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q07020,60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2,0,22.484,31,6,16,6,188,21.6,11.72,47.07,6,0,27542057,High,1,
FALSE,High,Master Protein,Q9Y265,RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1,0,34.171,24,8,16,8,456,50.2,6.42,42.91,8,0,11646895.56,High,1,
FALSE,High,Master Protein,P13639,Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4,0,39.718,15,10,16,10,858,95.3,6.83,36.95,10,0,8687986,High,1,
FALSE,High,Master Protein,P61254,60S ribosomal protein L26 OS=Homo sapiens OX=9606 GN=RPL26 PE=1 SV=1,0,18.82,38,7,16,7,145,17.2,10.55,21.96,7,0,20109975.78,High,1,
FALSE,High,Master Protein,P61313,60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2,0,14.83,21,5,16,5,204,24.1,11.62,24.44,5,0,6023496.676,High,1,
FALSE,High,Master Protein,P27348,14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,0,17.255,26,6,16,3,245,27.7,4.78,39.87,6,0,2823339.688,High,1,
FALSE,High,Master Protein,P26640,Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=4,0,33.57,11,10,15,10,1264,140.4,7.59,33.31,10,0,7017434,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q02543,60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2,0,14.341,26,5,15,5,176,20.7,10.71,27.52,5,0,11724147.19,High,1,
FALSE,High,Master Protein,Q9Y4E8,Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens OX=9606 GN=USP15 PE=1 SV=3,0,36.842,13,11,15,11,981,112.3,5.22,37.36,11,0,13245677.63,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P62888,60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2,0,12.147,37,4,15,4,115,12.8,9.63,47.41,4,0,17701369.5,High,1,
FALSE,High,Master Protein,P13646,"Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4",0,13.059,12,5,15,1,458,49.6,4.96,36,5,0,,High,1,
FALSE,High,Master Protein,P61289,Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1,0,21.779,32,7,15,7,254,29.5,5.95,35.58,7,0,7572853.313,High,1,
FALSE,High,Master Protein,P62857,40S ribosomal protein S28 OS=Homo sapiens OX=9606 GN=RPS28 PE=1 SV=1,0,5.53,36,2,15,2,69,7.8,10.7,45.67,2,0,14534804.38,High,1,
FALSE,High,Master Protein,P39023,60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2,0,36.049,21,8,14,8,403,46.1,10.18,34.03,8,0,12614962.63,High,1,
FALSE,High,Master Protein,P62277,40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2,0,11.248,22,4,14,4,151,17.2,10.54,28.71,4,0,23473703.25,High,1,
FALSE,High,Master Protein,P05386,60S acidic ribosomal protein P1 OS=Homo sapiens OX=9606 GN=RPLP1 PE=1 SV=1,0,42.291,81,4,14,4,114,11.5,4.32,73.61,4,0,301642281,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P27635,60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4,0,26.698,30,6,14,6,214,24.6,10.08,37.6,6,0,15919831.25,High,1,
FALSE,High,Master Protein,Q58FG1,Putative heat shock protein HSP 90-alpha A4 OS=Homo sapiens OX=9606 GN=HSP90AA4P PE=5 SV=1,0,6.566,8,2,14,1,418,47.7,5.19,39.38,2,0,,High,1,
FALSE,High,Master Protein,Q7Z794,"Keratin, type II cytoskeletal 1b OS=Homo sapiens OX=9606 GN=KRT77 PE=1 SV=3",0,12.285,5,3,13,1,578,61.9,5.99,37.32,3,0,200460816,High,1,
FALSE,High,Master Protein,P31947,14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1,0,11.099,15,4,13,1,248,27.8,4.74,30.94,4,0,,High,1,
FALSE,High,Master Protein,Q04917,14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4,0,9.851,15,4,13,1,246,28.2,4.84,28.88,4,0,,High,1,
FALSE,High,Master Protein,P07910,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4,0,22.681,28,8,13,8,306,33.7,5.08,24.61,8,0,26337243.94,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P61978,Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1,0,27.617,33,10,13,10,463,50.9,5.54,32.35,10,0,11949147.94,High,1,
FALSE,High,Master Protein,O43707,Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2,0,22.143,13,9,13,9,911,104.8,5.44,23.33,9,0,6111475.125,High,1,
FALSE,High,Master Protein,P17844,Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,0,22.912,19,9,13,4,614,69.1,8.92,35.24,9,3,8794730.375,High,1,
FALSE,High,Master Protein,P05388,60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1,0,28.87,21,4,12,4,317,34.3,5.97,48.38,4,0,23228140.13,High,1,
FALSE,Low,Master Protein,P13423,Protective antigen OS=Bacillus anthracis OX=1392 GN=pagA PE=1 SV=2,0.181,1.017,1,1,12,1,764,85.8,6.21,11.69,1,0,29085880,High,1,
FALSE,High,Master Protein,P50914,60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4,0,12.912,22,5,12,5,215,23.4,10.93,21.92,5,0,18788058.5,High,1,
FALSE,High,Master Protein,P62906,60S ribosomal protein L10a OS=Homo sapiens OX=9606 GN=RPL10A PE=1 SV=2,0,16.889,28,5,12,5,217,24.8,9.94,21.4,5,0,26792121.63,High,1,
FALSE,High,Master Protein,P46783,40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1,0,7.795,20,3,12,3,165,18.9,10.15,33.57,3,0,10787639.63,High,1,
FALSE,High,Master Protein,P62829,60S ribosomal protein L23 OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1,0,18.649,31,3,12,3,140,14.9,10.51,35.62,3,0,6130760.25,High,1,
FALSE,High,Master Protein,P84098,60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1,0,20.646,18,5,12,5,196,23.5,11.47,35.61,5,0,15457023.72,High,1,
FALSE,High,Master Protein,P62266,40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=3,0,12.836,40,4,12,4,143,15.8,10.49,21.87,4,0,6479918.406,High,1,
FALSE,High,Master Protein,P46781,40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3,0,15.839,27,7,12,7,194,22.6,10.65,24.1,7,0,25178962.38,High,1,
FALSE,High,Master Protein,Q13347,Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1,0,19.109,22,5,11,5,325,36.5,5.64,28.01,5,0,8461827.688,High,1,
FALSE,High,Master Protein,P63220,40S ribosomal protein S21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1,0,20.031,43,4,11,4,83,9.1,8.5,33.86,4,0,18235858,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,O15371,Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1,0,30.019,23,7,11,7,548,63.9,6.05,34.16,7,0,6295065.5,High,1,
FALSE,High,Master Protein,Q9UHD9,Ubiquilin-2 OS=Homo sapiens OX=9606 GN=UBQLN2 PE=1 SV=2,0,24.215,10,5,11,1,624,65.7,5.22,31.47,5,0,378011.5,High,1,
FALSE,High,Master Protein,Q92841,Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2,0,19.45,10,7,11,2,729,80.2,8.27,30.28,7,0,2428744.875,High,1,
FALSE,High,Master Protein,P14866,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2,0,25.051,21,9,11,9,589,64.1,8.22,21.31,9,0,8176491.25,High,1,
FALSE,High,Master Protein,P62854,40S ribosomal protein S26 OS=Homo sapiens OX=9606 GN=RPS26 PE=1 SV=3,0,14.684,44,4,11,4,115,13,11,33.92,4,0,22561678.19,High,1,
FALSE,High,Master Protein,P46776,60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2,0,9.065,20,3,11,3,148,16.6,11,28.33,3,0,11099710.88,High,1,
FALSE,High,Master Protein,Q08AM6,Protein VAC14 homolog OS=Homo sapiens OX=9606 GN=VAC14 PE=1 SV=1,0.004,2.734,2,1,10,1,782,87.9,6.13,2.08,1,0,2638522.703,High,1,
FALSE,Low,Master Protein,P03508,Nuclear export protein OS=Influenza A virus (strain A/Puerto Rico/8/1934 H1N1) OX=211044 GN=NS PE=1 SV=1,0.246,0.839,27,1,10,1,121,14.4,5.29,0,1,0,,High,1,Phospho [T90; S93; T98]
FALSE,High,Master Protein,P62273,40S ribosomal protein S29 OS=Homo sapiens OX=9606 GN=RPS29 PE=1 SV=2,0,9.119,36,2,10,2,56,6.7,10.13,24.26,2,0,11551277.94,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,Q9NRR5,Ubiquilin-4 OS=Homo sapiens OX=9606 GN=UBQLN4 PE=1 SV=2,0,12.072,7,4,10,1,601,63.8,5.22,26.93,4,0,,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P67809,Y-box-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3,0,16.489,33,5,10,5,324,35.9,9.88,22.91,5,0,9044601.344,High,1,
FALSE,Medium,Master Protein,Q9NQ76,Matrix extracellular phosphoglycoprotein OS=Homo sapiens OX=9606 GN=MEPE PE=1 SV=1,0.025,1.796,2,1,10,1,525,58.4,8.57,12.69,1,0,8850119.25,High,1,
FALSE,High,Master Protein,P49368,T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4,0,16.781,13,5,10,5,545,60.5,6.49,23.09,5,0,563327.5,High,1,
FALSE,High,Master Protein,O00303,Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1,0,17.842,15,4,10,4,357,37.5,5.45,27.95,4,0,8708809.25,High,1,
FALSE,High,Master Protein,P54727,UV excision repair protein RAD23 homolog B OS=Homo sapiens OX=9606 GN=RAD23B PE=1 SV=1,0,27.627,16,6,10,6,409,43.1,4.84,34.3,6,0,20052730,High,1,Phospho [S160]
FALSE,Low,Master Protein,O94822,E3 ubiquitin-protein ligase listerin OS=Homo sapiens OX=9606 GN=LTN1 PE=1 SV=6,0.17,1.077,1,1,10,1,1766,200.4,6.25,15.24,1,0,1309841.484,High,1,
FALSE,High,Master Protein,P30050,60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,0,18.263,28,3,9,3,165,17.8,9.42,32.1,3,0,9690189.75,High,1,
FALSE,High,Master Protein,O15479,Melanoma-associated antigen B2 OS=Homo sapiens OX=9606 GN=MAGEB2 PE=1 SV=3,0,15.86,13,4,9,4,319,35.3,8.76,19.36,4,0,4916348.875,High,1,
FALSE,Low,Master Protein,Q01581,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=HMGCS1 PE=1 SV=2",0.141,1.22,4,1,9,1,520,57.3,5.41,31.67,1,0,129759440,High,1,Methyl [R415]
FALSE,High,Master Protein,P62917,60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2,0,26.089,28,6,9,6,257,28,11.03,26.82,6,0,32345278.69,High,1,
FALSE,High,Master Protein,P41091,Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3,0,17.049,14,5,9,5,472,51.1,8.4,22.1,5,0,2541105,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,O75821,Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens OX=9606 GN=EIF3G PE=1 SV=2,0,19.262,22,4,9,4,320,35.6,6.13,25.23,4,0,2974396.625,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,P31948,Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1,0,18.753,14,6,9,6,543,62.6,6.8,23.02,6,0,2739504.375,High,1,
FALSE,High,Master Protein,Q15233,Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4,0,19.428,15,7,9,6,471,54.2,8.95,18.64,7,0,4915134.125,High,1,
FALSE,High,Master Protein,Q12906,Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3,0,27.994,7,5,8,5,894,95.3,8.76,23.14,5,0,6089694.625,High,1,
FALSE,Low,Master Protein,Q9BVQ7,Spermatogenesis-associated protein 5-like protein 1 OS=Homo sapiens OX=9606 GN=SPATA5L1 PE=1 SV=2,0.244,0.868,2,1,8,1,753,80.7,8.09,16.3,1,0,334373760,High,1,Methyl [K511]
FALSE,High,Master Protein,Q8NC51,Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2,0,12.541,11,4,8,4,408,44.9,8.65,12.18,4,0,7190608.25,High,1,
FALSE,High,Master Protein,P26599,Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1,0,27.522,18,5,8,5,531,57.2,9.17,23.87,5,0,3058159.125,High,1,
FALSE,High,Master Protein,P42677,40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3,0,12.909,38,3,8,3,84,9.5,9.45,19.58,3,0,21208118,High,1,
FALSE,High,Master Protein,P46779,60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3,0,16.152,36,5,8,5,137,15.7,12.02,16.67,5,0,12979605.09,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q58FF6,Putative heat shock protein HSP 90-beta 4 OS=Homo sapiens OX=9606 GN=HSP90AB4P PE=5 SV=1,0,9.841,7,3,8,1,505,58.2,4.73,22.17,3,0,,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,Q9P032,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Homo sapiens OX=9606 GN=NDUFAF4 PE=1 SV=1,0.006,2.39,9,1,8,1,175,20.3,8.82,16.62,1,0,57424364,High,1,Phospho [S115]; Methyl [K113]
FALSE,High,Master Protein,P62910,60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2,0,13.661,26,3,8,3,135,15.9,11.33,19.35,3,0,8543559.125,High,1,
FALSE,High,Master Protein,P78371,T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4,0,16.096,12,5,8,5,535,57.5,6.46,20.69,5,0,6485099,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P81605,Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2,0,9.76,20,2,8,2,110,11.3,6.54,22.48,2,0,19391895.5,High,1,
FALSE,High,Master Protein,P62244,40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2,0,9.19,25,4,8,4,130,14.8,10.13,18.06,4,0,33609346.25,High,1,
FALSE,High,Master Protein,Q14444,Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2,0,16.522,10,4,7,4,709,78.3,5.25,14.11,4,0,3354813.594,High,1,
FALSE,Low,Master Protein,Q2KHT3,Protein CLEC16A OS=Homo sapiens OX=9606 GN=CLEC16A PE=1 SV=2,0.204,0.952,1,1,7,1,1053,117.6,5.86,3.3,1,0,181635632,High,1,
FALSE,High,Master Protein,P62841,40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2,0,18.605,30,3,7,3,145,17,10.39,24.69,3,0,18505160.25,High,1,
FALSE,High,Master Protein,P15311,Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4,0,13.61,10,6,7,3,586,69.4,6.27,9.19,6,1,4186719.063,High,1,
FALSE,High,Master Protein,P32969,60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1,0,16.758,22,3,7,3,192,21.9,9.95,22.8,3,0,6155802.625,High,1,
FALSE,High,Master Protein,P07195,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2,0,19.098,16,4,7,3,334,36.6,6.05,19.48,4,1,7646110.313,High,1,
FALSE,High,Master Protein,P62913,60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2,0,4.962,12,3,7,3,178,20.2,9.6,8.25,3,0,5657715,High,1,
FALSE,High,Master Protein,P43243,Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2,0,12.164,6,4,7,4,847,94.6,6.25,12.87,4,0,1587079.375,High,1,
FALSE,High,Master Protein,P35579,Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4,0,13.863,4,6,7,6,1960,226.4,5.6,15.03,6,0,5582127.734,High,1,
FALSE,High,Master Protein,Q08211,ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4,0,19.797,6,5,7,5,1270,140.9,6.84,21.3,5,0,2858905.25,High,1,
FALSE,High,Master Protein,P07384,Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1,0,11.638,9,5,7,5,714,81.8,5.67,15.69,5,0,,High,1,
FALSE,High,Master Protein,P09651,Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5,0,11.072,13,3,7,3,372,38.7,9.13,12.84,3,0,3085503.75,High,1,
FALSE,Low,Master Protein,P10828,Thyroid hormone receptor beta OS=Homo sapiens OX=9606 GN=THRB PE=1 SV=2,0.27,0.805,2,1,6,1,461,52.8,7.11,9.6,1,0,14039083,High,1,
FALSE,High,Master Protein,Q99832,T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2,0,8.813,8,5,6,5,543,59.3,7.65,7.26,5,0,5549580.688,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,P49207,60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3,0,6.662,21,3,6,3,117,13.3,11.47,11.86,3,0,7922117.125,High,1,
FALSE,High,Master Protein,P62847,40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1,0,5.559,17,2,6,2,133,15.4,10.78,13.48,2,0,6634055,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,Q14204,Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5,0,3.451,0,2,6,2,4646,532.1,6.4,6.37,2,0,3959523.625,High,1,Phospho [Y604]
FALSE,High,Master Protein,O60664,Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3,0,21.792,15,5,6,5,434,47,5.44,17.58,5,0,3081329.375,High,1,
FALSE,High,Master Protein,P50990,T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4,0,14.428,9,4,6,4,548,59.6,5.6,12.62,4,0,1396751.75,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P62899,60S ribosomal protein L31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1,0,6.168,25,3,6,3,125,14.5,10.54,8.01,3,0,23447715,High,1,
FALSE,High,Master Protein,Q92530,Proteasome inhibitor PI31 subunit OS=Homo sapiens OX=9606 GN=PSMF1 PE=1 SV=2,0,10.285,15,2,6,2,271,29.8,5.74,17.26,2,0,2650561.75,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q15365,Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,0,11.521,15,4,6,3,356,37.5,7.09,11.76,4,1,5038450.75,High,1,
FALSE,High,Master Protein,P04406,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3,0,12.719,17,4,6,4,335,36,8.46,8.68,4,0,4396826.75,High,1,
FALSE,High,Master Protein,P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,0,16.761,9,4,6,3,654,72.3,5.16,17.21,4,0,,High,1,
FALSE,High,Master Protein,P07814,Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5,0,14.666,5,6,6,6,1512,170.5,7.33,11.14,6,0,3111275.016,High,1,
FALSE,High,Master Protein,P05198,Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3,0,9.257,10,3,6,3,315,36.1,5.08,14.25,3,0,6046628,High,1,
FALSE,High,Master Protein,O15372,Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1,0,7.316,11,4,6,4,352,39.9,6.54,11.76,4,0,4839893.625,High,1,
FALSE,High,Master Protein,Q9P2E9,Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5,0,14.576,5,5,6,5,1410,152.4,8.6,12.58,5,0,239955.0938,High,1,
FALSE,Medium,Master Protein,Q13459,Unconventional myosin-IXb OS=Homo sapiens OX=9606 GN=MYO9B PE=1 SV=3,0.044,1.641,2,2,6,2,2157,243.2,8.75,8.55,2,0,20989579,High,1,Phospho [S248; S260]; Methyl [K262]
FALSE,High,Master Protein,P19013,"Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",0,6.666,6,3,6,1,520,56.1,6.61,14.21,3,0,,High,1,
FALSE,High,Master Protein,P47914,60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=2,0,9.436,14,2,6,2,159,17.7,11.66,7.84,2,0,20359442.88,High,1,
FALSE,High,Master Protein,P04632,Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1,0,12.093,14,3,5,3,268,28.3,5.2,11.45,3,0,1054364.75,High,1,Acetyl [N-Term]
