Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundance: F1: Sample,Found in Sample: [S1] F1: Sample,# Protein Groups,Modifications
FALSE,High,Master Protein,P62424,60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=2,0,49.437,40,11,34,11,266,30,10.61,92.73,11,0,56149911.19,High,1,
FALSE,High,Master Protein,P18124,60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,0,29.737,34,10,34,10,248,29.2,10.65,67.59,10,0,58535213.59,High,1,
FALSE,High,Master Protein,P12268,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2,0,65.985,44,13,34,13,514,55.8,6.9,103.45,13,0,34754740.81,High,1,
FALSE,High,Master Protein,Q99832,T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2,0,53.231,36,17,33,17,543,59.3,7.65,59.66,17,0,31491064.09,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,Q13347,Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1,0,45.803,35,9,33,9,325,36.5,5.64,81.65,9,0,24894426.75,High,1,
FALSE,High,Master Protein,P62753,40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1,0,32.179,27,8,32,8,249,28.7,10.84,79.29,8,0,80239438.88,High,1,
FALSE,High,Master Protein,P62081,40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1,0,48.476,48,7,32,7,194,22.1,10.1,129.66,7,0,50454352.5,High,1,
FALSE,High,Master Protein,P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,0,66.033,26,15,32,13,654,72.3,5.16,83.91,15,0,23127391.19,High,1,
FALSE,High,Master Protein,P46782,40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4,0,50.535,51,10,32,10,204,22.9,9.72,100.36,10,0,69985932.23,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P27708,CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3,0,89.895,13,22,31,22,2225,242.8,6.46,78.42,22,0,30548299.56,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P04259,"Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5",0,44.816,26,14,31,2,564,60,8,68.62,14,0,2614723.625,High,1,
FALSE,High,Master Protein,P50990,T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4,0,46.897,29,14,31,14,548,59.6,5.6,67.71,14,0,30731435.13,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P12956,X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2,0,71.184,30,13,31,13,609,69.8,6.64,85.52,13,0,21884945.19,High,1,
FALSE,High,Master Protein,P31948,Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1,0,69.036,30,14,31,14,543,62.6,6.8,84.66,14,0,33323600.72,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,P08708,40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2,0,61.885,49,5,31,5,135,15.5,9.85,93.92,5,0,53375287.75,High,1,
FALSE,High,Master Protein,P39023,60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2,0,52.13,33,14,30,14,403,46.1,10.18,63.23,14,0,43565320.25,High,1,
FALSE,High,Master Protein,P36578,60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5,0,44.697,37,14,30,13,427,47.7,11.06,62.68,14,1,495159378.8,High,1,
FALSE,High,Master Protein,Q9Y4E8,Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens OX=9606 GN=USP15 PE=1 SV=3,0,76.492,25,17,30,17,981,112.3,5.22,80.64,17,0,14504432.5,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P46781,40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3,0,26.699,43,11,30,11,194,22.6,10.65,59.71,11,0,85162268.88,High,1,
FALSE,High,Master Protein,Q7L2H7,Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1,0,48.427,30,9,29,9,374,42.5,5.63,77.99,9,0,15511666.74,High,1,
FALSE,High,Master Protein,P35579,Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4,0,89.852,13,19,29,19,1960,226.4,5.6,72.22,19,0,17764601.41,High,1,
FALSE,High,Master Protein,Q58FF6,Putative heat shock protein HSP 90-beta 4 OS=Homo sapiens OX=9606 GN=HSP90AB4P PE=5 SV=1,0,23.524,9,5,28,1,505,58.2,4.73,75.83,5,0,4638641.5,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,P54725,UV excision repair protein RAD23 homolog A OS=Homo sapiens OX=9606 GN=RAD23A PE=1 SV=1,0,34.587,20,6,28,2,363,39.6,4.58,56.66,6,0,3694639.5,High,1,
FALSE,High,Master Protein,O00303,Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1,0,35.479,31,9,28,9,357,37.5,5.45,70.16,9,0,17246662.38,High,1,
FALSE,High,Master Protein,P78371,T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4,0,81.283,34,11,27,11,535,57.5,6.46,86.62,11,0,26614536.63,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P08779,"Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4",0,54.758,35,14,27,8,473,51.2,5.05,63.04,14,4,41941678.13,High,1,
FALSE,High,Master Protein,P05387,60S acidic ribosomal protein P2 OS=Homo sapiens OX=9606 GN=RPLP2 PE=1 SV=1,0,62.17,77,5,27,5,115,11.7,4.54,97.11,5,0,617341856.6,High,1,
FALSE,High,Master Protein,P13010,X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3,0,49.869,23,12,26,12,732,82.7,5.81,55.96,12,0,12372177.72,High,1,
FALSE,High,Master Protein,Q13509,Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2,0,40.079,21,9,26,1,450,50.4,4.93,64.39,9,0,792599.8125,High,1,Methyl [R156]
FALSE,High,Master Protein,Q7L5D6,Golgi to ER traffic protein 4 homolog OS=Homo sapiens OX=9606 GN=GET4 PE=1 SV=1,0,30.892,24,7,26,7,327,36.5,5.41,54.34,7,0,28498530.75,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,O43399,Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2,0,55.622,62,8,26,8,206,22.2,5.36,91.43,8,0,28581625.34,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,P62841,40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2,0,67.173,46,4,26,4,145,17,10.39,83.17,4,0,35251608.31,High,1,
FALSE,High,Master Protein,P46777,60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3,0,33.364,31,9,26,9,297,34.3,9.72,66.08,9,0,20298567.91,High,1,
FALSE,High,Master Protein,Q13616,Cullin-1 OS=Homo sapiens OX=9606 GN=CUL1 PE=1 SV=2,0,55.142,25,17,26,17,776,89.6,8,57.16,17,0,15823753.41,High,1,
FALSE,High,Master Protein,P05388,60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1,0,47.689,38,8,25,8,317,34.3,5.97,81.53,8,0,39275096.63,High,1,
FALSE,High,Master Protein,Q9UHD9,Ubiquilin-2 OS=Homo sapiens OX=9606 GN=UBQLN2 PE=1 SV=2,0,43.873,16,6,25,2,624,65.7,5.22,77.56,6,0,2028732,High,1,
FALSE,High,Master Protein,O60506,Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2,0,44.935,22,12,25,12,623,69.6,8.59,52.99,12,0,28225818.75,High,1,
FALSE,High,Master Protein,P04406,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3,0,46.494,26,6,25,6,335,36,8.46,76.45,6,0,22700336.88,High,1,
FALSE,High,Master Protein,P61353,60S ribosomal protein L27 OS=Homo sapiens OX=9606 GN=RPL27 PE=1 SV=2,0,16.07,31,5,25,5,136,15.8,10.56,40.89,5,0,23742933.25,High,1,
FALSE,High,Master Protein,P35908,"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2",0,37.081,19,9,24,4,639,65.4,8,59.67,9,0,1091665.125,High,1,
FALSE,High,Master Protein,P62851,40S ribosomal protein S25 OS=Homo sapiens OX=9606 GN=RPS25 PE=1 SV=1,0,14.588,28,4,24,4,125,13.7,10.11,62.95,4,0,77300210.25,High,1,
FALSE,High,Master Protein,P55084,"Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",0,41.212,30,12,24,12,474,51.3,9.41,41.91,12,0,22518048.19,High,1,
FALSE,High,Master Protein,P36957,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",0,55.307,36,10,23,10,453,48.7,8.95,61.36,10,0,26406198.06,High,1,
FALSE,High,Master Protein,P18621,60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3,0,16.878,31,6,23,6,184,21.4,10.17,30.17,6,0,25036020.5,High,1,
FALSE,High,Master Protein,P40227,T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,0,43.744,27,11,23,11,531,58,6.68,57.39,11,0,24791310.25,High,1,
FALSE,High,Master Protein,P48643,T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1,0,42.765,27,11,23,11,541,59.6,5.66,58.62,11,0,13231598.25,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,O95714,E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens OX=9606 GN=HERC2 PE=1 SV=2,0,55.001,5,19,22,18,4834,526.9,6.28,47.69,19,1,8846775.5,High,1,
FALSE,High,Master Protein,P17987,T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1,0,58.179,34,13,22,13,556,60.3,6.11,58.77,13,0,21636483.5,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,P27635,60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4,0,31.058,36,7,22,7,214,24.6,10.08,49.25,7,0,28127169.63,High,1,
FALSE,High,Master Protein,Q15046,Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3,0,39.453,21,11,21,11,597,68,6.35,48.34,11,0,16377479.94,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P62277,40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2,0,18.297,34,6,21,6,151,17.2,10.54,46.42,6,0,59375934,High,1,
FALSE,High,Master Protein,Q02543,60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2,0,21.782,34,6,21,6,176,20.7,10.71,37.88,6,0,21091102.94,High,1,
FALSE,High,Master Protein,Q9NRR5,Ubiquilin-4 OS=Homo sapiens OX=9606 GN=UBQLN4 PE=1 SV=2,0,41.974,15,6,21,3,601,63.8,5.22,70.22,6,0,2893052,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P67809,Y-box-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3,0,53.517,60,10,21,7,324,35.9,9.88,43.6,10,1,21009894.13,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P50991,T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4,0,54.258,23,9,20,9,539,57.9,7.83,58.82,9,0,20446157.44,High,1,
FALSE,High,Master Protein,P02533,"Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4",0,40.543,24,11,20,5,472,51.5,5.16,49.81,11,0,5664501.25,High,1,
FALSE,High,Master Protein,P60866,40S ribosomal protein S20 OS=Homo sapiens OX=9606 GN=RPS20 PE=1 SV=1,0,25.372,29,5,20,5,119,13.4,9.94,50.33,5,0,64118031.63,High,1,
FALSE,High,Master Protein,P84098,60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1,0,23.427,19,5,20,5,196,23.5,11.47,48.75,5,0,25288195,High,1,
FALSE,High,Master Protein,Q07020,60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2,0,24.715,31,6,20,6,188,21.6,11.72,61.96,6,0,49932345,High,1,
FALSE,High,Master Protein,P07195,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2,0,32.111,28,9,20,7,334,36.6,6.05,44.63,9,2,37492200.75,High,1,
FALSE,High,Master Protein,O75821,Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens OX=9606 GN=EIF3G PE=1 SV=2,0,34.248,30,6,20,6,320,35.6,6.13,57.24,6,0,17330505.13,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,P41252,"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2",0,28.279,11,12,20,11,1262,144.4,6.15,41.23,12,0,11299245.13,High,1,
FALSE,High,Master Protein,P13647,"Keratin, type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3",0,20.176,13,9,20,1,590,62.3,7.74,41.05,9,0,1804004.25,High,1,
FALSE,High,Master Protein,P61026,Ras-related protein Rab-10 OS=Homo sapiens OX=9606 GN=RAB10 PE=1 SV=1,0,22.819,34,6,19,5,200,22.5,8.38,41.53,6,1,15278971.53,High,1,
FALSE,High,Master Protein,P26373,60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4,0,18.256,30,6,19,6,211,24.2,11.65,37.29,6,0,43162599.94,High,1,
FALSE,High,Master Protein,P14625,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,0,30.62,13,8,19,8,803,92.4,4.84,44.27,8,0,9213250.75,High,1,
FALSE,High,Master Protein,P50914,60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4,0,17.673,22,6,19,6,215,23.4,10.93,34.55,6,0,31646317.25,High,1,
FALSE,High,Master Protein,P62906,60S ribosomal protein L10a OS=Homo sapiens OX=9606 GN=RPL10A PE=1 SV=2,0,33.887,34,6,19,6,217,24.8,9.94,40.28,6,0,27920402.5,High,1,
FALSE,High,Master Protein,Q9P2J5,"Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2",0,47.312,11,11,19,11,1176,134.4,7.3,41.34,11,0,13813614.09,High,1,
FALSE,High,Master Protein,Q8N163,Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2,0,38.178,19,11,18,11,923,102.8,5.22,37.93,11,0,6888369.5,High,1,
FALSE,High,Master Protein,P61981,14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2,0,21.797,24,6,18,2,247,28.3,4.89,43.35,6,1,4539706.875,High,1,
FALSE,High,Master Protein,P62266,40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=3,0,29.511,48,5,18,5,143,15.8,10.49,36.19,5,0,11215008.25,High,1,
FALSE,High,Master Protein,O15372,Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1,0,20.139,24,10,18,10,352,39.9,6.54,37.66,10,0,22232465.25,High,1,
FALSE,High,Master Protein,Q9UL46,Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4,0,46.475,46,8,18,8,239,27.4,5.73,41.87,8,0,7556935.125,High,1,
FALSE,High,Master Protein,P62750,60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1,0,22.322,36,6,18,6,156,17.7,10.45,38.38,6,0,41367546.44,High,1,
FALSE,High,Master Protein,P11940,Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2,0,29.477,16,7,18,3,636,70.6,9.5,51.56,7,0,6020594.25,High,1,Methyl [R493; R506]
FALSE,High,Master Protein,P31946,14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3,0,16.97,25,6,17,2,246,28.1,4.83,40.59,6,0,2007173.125,High,1,
FALSE,High,Master Protein,P13645,"Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6",0,40.365,22,11,17,8,584,58.8,5.21,42.82,11,0,10019436.75,High,1,
FALSE,High,Master Protein,Q04917,14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4,0,19.605,30,7,17,4,246,28.2,4.84,39.14,7,1,2591005.906,High,1,
FALSE,High,Master Protein,Q13310,Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1,0,26.744,15,8,17,4,644,70.7,9.26,45.18,8,4,13252951.44,High,1,
FALSE,High,Master Protein,P26038,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,0,18.792,13,7,17,2,577,67.8,6.4,23.41,7,0,1118432,High,1,
FALSE,High,Master Protein,P46779,60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3,0,19.239,40,6,17,6,137,15.7,12.02,30.84,6,0,20489859.56,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P61313,60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2,0,18.045,27,6,17,6,204,24.1,11.62,28.48,6,0,7891803.43,High,1,
FALSE,High,Master Protein,P27348,14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,0,17.58,21,5,17,2,245,27.7,4.78,43.92,5,0,3861091.5,High,1,
FALSE,High,Master Protein,P61289,Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1,0,34.83,29,6,17,6,254,29.5,5.95,43.98,6,0,9435101.5,High,1,
FALSE,High,Master Protein,Q13148,TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1,0,58.581,32,8,17,8,414,44.7,6.19,55.93,8,0,16003547.19,High,1,
FALSE,High,Master Protein,P62820,Ras-related protein Rab-1A OS=Homo sapiens OX=9606 GN=RAB1A PE=1 SV=3,0,23.644,34,6,16,2,205,22.7,6.21,42.4,6,3,9185263.563,High,1,
FALSE,High,Master Protein,P62829,60S ribosomal protein L23 OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1,0,20.907,36,4,16,4,140,14.9,10.51,41.96,4,0,15091726.25,High,1,
FALSE,High,Master Protein,P62888,60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2,0,22.51,53,5,16,5,115,12.8,9.63,50.19,5,0,24067364,High,1,
FALSE,High,Master Protein,P00338,L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2,0,27.399,23,8,16,6,332,36.7,8.27,25.92,8,0,11491160.5,High,1,
FALSE,High,Master Protein,P17706,Tyrosine-protein phosphatase non-receptor type 2 OS=Homo sapiens OX=9606 GN=PTPN2 PE=1 SV=2,0,33.334,17,5,16,5,415,48.4,8.29,35.08,5,0,11331986.56,High,1,
FALSE,High,Master Protein,Q9H0U4,Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1,0,24.447,36,6,16,2,201,22.2,5.73,45.57,6,0,2930966.25,High,1,
FALSE,High,Master Protein,P05386,60S acidic ribosomal protein P1 OS=Homo sapiens OX=9606 GN=RPLP1 PE=1 SV=1,0,55.536,81,4,15,4,114,11.5,4.32,83.6,4,0,28975775.75,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P41091,Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3,0,29.778,23,9,15,9,472,51.1,8.4,36.98,9,0,17995678.88,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P0DMV9,Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1,0,40.605,15,6,15,4,641,70,5.66,46.28,6,0,2996695.625,High,1,
FALSE,High,Master Protein,P62826,GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3,0,12,24,5,15,5,216,24.4,7.49,29.04,5,0,9310929.75,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q06323,Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1,0,13.57,22,5,15,5,249,28.7,6.02,21.67,5,0,13294963.03,High,1,
FALSE,High,Master Protein,Q14974,Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2,0,30.332,11,8,14,8,876,97.1,4.78,27.52,8,0,9071047.156,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,P63220,40S ribosomal protein S21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1,0,25.102,43,5,14,5,83,9.1,8.5,34.56,5,0,21878086.56,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,P31947,14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1,0,9.456,14,4,14,1,248,27.8,4.74,33.5,4,0,389615.7188,High,1,
FALSE,High,Master Protein,Q02218,"2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3",0,29.275,12,8,14,8,1023,115.9,6.86,34.67,8,0,6708325,High,1,
FALSE,High,Master Protein,P60660,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2,0,19.807,46,6,14,6,151,16.9,4.65,30.5,6,0,15080926.88,High,1,
FALSE,High,Master Protein,P61254,60S ribosomal protein L26 OS=Homo sapiens OX=9606 GN=RPL26 PE=1 SV=1,0,16.553,38,7,14,7,145,17.2,10.55,21.92,7,0,25025443.5,High,1,
FALSE,High,Master Protein,P62244,40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2,0,10.629,25,4,14,4,130,14.8,10.13,26.17,4,0,48381293.5,High,1,
FALSE,High,Master Protein,P30050,60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,0,25.503,34,4,13,4,165,17.8,9.42,47.42,4,0,34740628,High,1,
FALSE,High,Master Protein,P46783,40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1,0,8.747,15,2,13,2,165,18.9,10.15,37.83,2,0,28012233.5,High,1,
FALSE,High,Master Protein,P62917,60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2,0,32.782,28,6,13,6,257,28,11.03,35.43,6,0,68891827.19,High,1,
FALSE,High,Master Protein,P62847,40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1,0,11.758,26,3,13,3,133,15.4,10.78,28.01,3,0,9003981.5,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,Q9H7D7,WD repeat-containing protein 26 OS=Homo sapiens OX=9606 GN=WDR26 PE=1 SV=3,0,23.769,14,6,13,6,661,72.1,6.16,29.4,6,0,7523538.188,High,1,
FALSE,High,Master Protein,P62910,60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2,0,21.78,28,3,13,3,135,15.9,11.33,41.53,3,0,10100458.13,High,1,
FALSE,High,Master Protein,P14868,"Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2",0,26.088,20,8,13,8,501,57.1,6.55,27.22,8,0,5818962.688,High,1,
FALSE,High,Master Protein,P05787,"Keratin, type II cytoskeletal 8 OS=Homo sapiens OX=9606 GN=KRT8 PE=1 SV=7",0,16.001,14,8,13,4,483,53.7,5.59,21.75,8,1,3848748.594,High,1,
FALSE,High,Master Protein,P62857,40S ribosomal protein S28 OS=Homo sapiens OX=9606 GN=RPS28 PE=1 SV=1,0,11.564,36,3,13,3,69,7.8,10.7,47.36,3,0,22240179.75,High,1,
FALSE,High,Master Protein,O15479,Melanoma-associated antigen B2 OS=Homo sapiens OX=9606 GN=MAGEB2 PE=1 SV=3,0,20.777,13,4,12,4,319,35.3,8.76,23.73,4,0,5709744.563,High,1,
FALSE,High,Master Protein,P08727,"Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4",0,14.967,14,6,12,2,400,44.1,5.14,27,6,1,2410362.5,High,1,
FALSE,High,Master Protein,Q92734,Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2,0,26.979,20,5,11,5,400,43.4,5.1,31.71,5,0,9566934,High,1,
FALSE,Medium,Master Protein,P13423,Protective antigen OS=Bacillus anthracis OX=1392 GN=pagA PE=1 SV=2,0.028,1.83,1,1,11,1,764,85.8,6.21,10,1,0,38069597.63,High,1,
FALSE,High,Master Protein,P16989,Y-box-binding protein 3 OS=Homo sapiens OX=9606 GN=YBX3 PE=1 SV=4,0,27.218,22,6,11,3,372,40.1,9.77,24.88,6,0,3035360.656,High,1,
FALSE,High,Master Protein,P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,0,22.104,15,6,11,6,508,57.1,4.87,13.37,6,0,7686325,High,1,
FALSE,High,Master Protein,P22234,Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3,0,30.628,36,9,11,9,425,47,7.23,23.81,9,0,10520779.88,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P11441,Ubiquitin-like protein 4A OS=Homo sapiens OX=9606 GN=UBL4A PE=1 SV=1,0,18.63,39,6,11,6,157,17.8,8.66,28.63,6,0,19572760,High,1,
FALSE,High,Master Protein,P47897,Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1,0,32.281,17,8,11,7,775,87.7,7.15,27.79,8,0,5952421.719,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P32969,60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1,0,26.057,28,4,11,4,192,21.9,9.95,39.8,4,0,8171725.5,High,1,
